ko_wpos	ko_pospat	ko	en	en_semantic_tags	en_semantic_tags_tokenwise	category	note
더__01/MAG 쉽/VA	MAG VA	더__01 쉽	easier	A12++		GENERAL & ABSTRACT TERMS	연결
이번__01/NNG 회담/NNG	NNG NNG	이번__01 회담	talks	Q2.1		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
종전__04/NNG 선언__01/NNG	NNG NNG	종전__04 선언__01	declaration	Q2.2		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
과기__88/NNG 정통부/NNG	NNG NNG	과기__88 정통부	Ministry	G1.1c S9		GOVT. & THE PUBLIC DOMAIN	연결
유해__04/NNG 송환/NNG	NNG NNG	유해__04 송환	repatriation	M1		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
법률/NNG 시행령/NNG	NNG NNG	법률 시행령	Act	A1.1.1 K4 A5.4- G2.1 P1% | A1.1.1 T1.1.2 A8 K4		GENERAL & ABSTRACT TERMS	연결
선__10/NNG 순환__01/NNG	NNG NNG	선__10 순환__01	cycle	M3 N6 | M3fn N6 B1		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
인명__02/NNG 피해__01/NNG	NNG NNG	인명__02 피해__01	casualties	B2-/S2mf B3 A1.4/S2mf | Z3c		THE BODY & THE INDIVIDUAL	연결
관리__04/NNG 업무__02/NNG	NNG NNG	관리__04 업무__02	management	S7.1+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
및/MAG 같/VA	MAG VA	및 같	same	A6.1+++		GENERAL & ABSTRACT TERMS	연결
절반/NNG 수준/NNG	NNG NNG	절반 수준	half	N1 A13.4 | N5 | N5c		NUMBERS & MEASUREMENT	연결
사회__07/NNG 전반__03/NNG	NNG NNG	사회__07 전반__03	society	S5+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
남부__01/NNG 지역__03/NNG	NNG NNG	남부__01 지역__03	southern	M6		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
지역__03/NNG 화폐/NNG	NNG NNG	지역__03 화폐	currency	I1 A6.2+		MONEY & COMMERCE	연결
제일__04/MAG 좋__01/VA	MAG VA	제일__04 좋__01	best	A5.1+++ A13.2 G2.2+++ O4.2+++ | A5.1+++ G2.2+++ O4.2+++		GENERAL & ABSTRACT TERMS	연결
특히/MAG 필요하/VA	MAG VA	특히 필요하	particularly necessary		"particularly = ""A13.3 A14""; necessary = ""S6+ A11.1+"""		연결(토큰 단위)
산__01/NNG 원유__03/NNG	NNG NNG	산__01 원유__03	oil	A1.1.1 | O1.2 C1 C1/O1		GENERAL & ABSTRACT TERMS	연결
가장__01/MAG 행복하/VA	MAG VA	가장__01 행복하	happiest	E4.1+++		EMOTIONAL ACTIONS, STATES & PROCESSES	연결
방__07/NNG 안__01/NNG	NNG NNG	방__07 안__01	room	H2 N3.6 | H4		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
회계__03/NNG 규칙__02/NNG	NNG NNG	회계__03 규칙__02	Rules	G2.1 X4.2 A6.2+ Q3		GOVT. & THE PUBLIC DOMAIN	연결
진로__02/NNG 교육/NNG	NNG NNG	진로__02 교육	education	P1 X2.3+		EDUCATION	연결
매우__01/MAG 강하__02/VA	MAG VA	매우__01 강하__02	very strong		"very = ""A13.3 | A4.2+ A5.2+%""; strong = ""S1.2.5+ N5+ A5.1+ X5.2+ S7.1+ X9.1+ O4.1 S1.2.3+"""		연결(토큰 단위)
범위/NNG 안__01/NNG	NNG NNG	범위 안__01	scope	A1.7- A4.1		GENERAL & ABSTRACT TERMS	연결
국무__02/NNG 장관__02/NNG	NNG NNG	국무__02 장관__02	State	G1.1c O4.1 | Q2.1		GOVT. & THE PUBLIC DOMAIN	연결
경우__03/NNG 해당__05/NNG	NNG NNG	경우__03 해당__05	relevant	A1.2+ A1.5.2+		GENERAL & ABSTRACT TERMS	연결
가운데/NNG 정부__08/NNG	NNG NNG	가운데 정부__08	government	G1.1c		GOVT. & THE PUBLIC DOMAIN	연결
일반__02/NNG 시민/NNG	NNG NNG	일반__02 시민	citizens	G1.1/S2mf S5+/S2mf		GOVT. & THE PUBLIC DOMAIN	연결
시__06/NNG 군__06/NNG	NNG NNG	시__06 군__06	counties	M7		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
피해__01/NNG 사실__04/NNG	NNG NNG	피해__01 사실__04	damage	A1.1.2 | A1.1.2 I1.1+/G2.1		GENERAL & ABSTRACT TERMS	연결
구속__02/NNG 전__08/NNG	NNG NNG	구속__02 전__08	arrest	G2.1		GOVT. & THE PUBLIC DOMAIN	연결
국립/NNG 중앙__01/NNG	NNG NNG	국립 중앙__01	National	Z3c		NAMES & GRAMMATICAL WORDS	연결
지원__02/NNG 법__01/NNG	NNG NNG	지원__02 법__01	Support	S8+ A1.1.1 K5.1 I1.1 A10+ | S8+ O2 I1.1 B5%		SOCIAL ACTIONS, STATES & PROCESSES	연결
심__88/NNG 판결/NNG	NNG NNG	심__88 판결	ruling	S7.1+ | S7.1+ Q1.2 X6+		SOCIAL ACTIONS, STATES & PROCESSES	연결
소관__03/NNG 부서__12/NNG	NNG NNG	소관__03 부서__12	department	H2/S5+c X2.2		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
위원__01/NNG 수__26/NNG	NNG NNG	위원__01 수__26	members	S5+/S2mf B1		SOCIAL ACTIONS, STATES & PROCESSES	연결
가장__01/MAG 비싸/VA	MAG VA	가장__01 비싸	most expensive		"most = ""A13.2 N5+++ | N5+++""; expensive = ""I1.3+"""		연결(토큰 단위)
위촉/NNG 직__06/NNG	NNG NNG	위촉 직__06	elected	G1.2/X7+		GOVT. & THE PUBLIC DOMAIN	연결
변화/NNG 품격/NNG	NNG NNG	변화 품격	Change	A2.1+ I1 B1 | A2.1+ I1 B5		GENERAL & ABSTRACT TERMS	연결
이번__01/NNG 사고__12/NNG	NNG NNG	이번__01 사고__12	accident	A1.1.2 A1.4 | Z3c		GENERAL & ABSTRACT TERMS	연결
더__01/MAG 심각하__02/VA	MAG VA	더__01 심각하__02	more serious		"more = ""A13.3 N6++ | N5++ | Z3c""; serious = ""A11.1+ A15- E4.1-"""		연결(토큰 단위)
피부__02/NNG 결__01/NNG	NNG NNG	피부__02 결__01	skin	A1.1.1/L2 | B1 O2 | Z3c		GENERAL & ABSTRACT TERMS	연결
가장__01/MAG 친하/VA	MAG VA	가장__01 친하	best	A5.1+++ A13.2 G2.2+++ O4.2+++ | A5.1+++ G2.2+++ O4.2+++		GENERAL & ABSTRACT TERMS	연결
이번__01/NNG 선거__04/NNG	NNG NNG	이번__01 선거__04	election	G1.2/X7+		GOVT. & THE PUBLIC DOMAIN	연결
관련/NNG 전문가/NNG	NNG NNG	관련 전문가	experts	X2.2+ X9.1+ | X2.2+/S2mf X9.1+/S2mf		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
환자__03/NNG 수__26/NNG	NNG NNG	환자__03 수__26	patients	B2-/S2mf		THE BODY & THE INDIVIDUAL	연결
총괄/NNG 부서__12/NNG	NNG NNG	총괄 부서__12	department	H2/S5+c X2.2		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
업무__02/NNG 담당/NNG	NNG NNG	업무__02 담당	executive	I2.1/S2mf G1.1c S7.1+/S5+c | S7.1+		MONEY & COMMERCE	연결
환경__02/NNG 연구원__02/NNG	NNG NNG	환경__02 연구원__02	Institute	P1/S5+c X2.4/S5+c | T2+		EDUCATION	연결
따로/MAG 있__01/VA	MAG VA	따로 있__01	separate	A6.1- | A6.1- S3.1-		GENERAL & ABSTRACT TERMS	연결
전기__15/NNG 요금__01/NNG	NNG NNG	전기__15 요금__01	electricity	O3		SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
종합/NNG 지원__02/NNG	NNG NNG	종합 지원__02	Support	S8+ A1.1.1 K5.1 I1.1 A10+ | S8+ O2 I1.1 B5%		SOCIAL ACTIONS, STATES & PROCESSES	연결
북부__01/NNG 청사__11/NNG	NNG NNG	북부__01 청사__11	northern	M6		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
전담__02/NNG 부서__12/NNG	NNG NNG	전담__02 부서__12	department	H2/S5+c X2.2		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
추진__02/NNG 상황__02/NNG	NNG NNG	추진__02 상황__02	progress	A5.1+/A2.1 T2++ A2.1+ M1 | A5.1+/A2.1 T2++ A2.1+ M1%		GENERAL & ABSTRACT TERMS	연결
거의__01/MAG 없__01/VA	MAG VA	거의__01 없__01	almost	A13.4		GENERAL & ABSTRACT TERMS	연결
가격__03/NNG 상승__01/NNG	NNG NNG	가격__03 상승__01	prices	I1.3		MONEY & COMMERCE	연결
독립/NNG 만세__04/NNG	NNG NNG	독립 만세__04	Independence	S5-		SOCIAL ACTIONS, STATES & PROCESSES	연결
성__07/NNG 차별/NNG	NNG NNG	성__07 차별	discrimination	A6.1- G2.2-		GENERAL & ABSTRACT TERMS	연결
여성__01/NNG 능력__02/NNG	NNG NNG	여성__01 능력__02	Women's		"Women = ""S2.1f"""		연결(토큰 단위)
제재__01/NNG 조치__04/NNG	NNG NNG	제재__01 조치__04	sanctions	S7.4 G2.1		SOCIAL ACTIONS, STATES & PROCESSES	연결
완전히/MAG 다르__01/VA	MAG VA	완전히 다르__01	completely different		"completely = ""A13.2""; different = ""A6.1-"""		연결(토큰 단위)
해당__05/NNG 분야/NNG	NNG NNG	해당__05 분야	field	F4 W3 M7 K5.1/M7 G3@ A4.1 | K5.1 A1.1.1		FOOD & FARMING	연결
너무__01/MAG 어렵/VA	MAG VA	너무__01 어렵	too difficult		"too = ""N5++ N5.2+ A13.3""; difficult = ""A12-"""		연결(토큰 단위)
비핵화/NNG 조치__04/NNG	NNG NNG	비핵화 조치__04	denuclearization				미연결(전체)
너무__01/MAG 작__01/VA	MAG VA	너무__01 작__01	too small		"too = ""N5++ N5.2+ A13.3""; small = ""N3.2- | N3.2- N3.7- N5- T3- A11.1- S5-/I2.1 X3.2- A5.1-"""		연결(토큰 단위)
인__02/NNG 미만__01/NNG	NNG NNG	인__02 미만__01	less	A13.6 | N5-- | Z5		GENERAL & ABSTRACT TERMS	연결
유__17/NNG 튜브/NNG	NNG NNG	유__17 튜브	YouTube	Z3c/Q4.3		NAMES & GRAMMATICAL WORDS	연결
담당/NNG 직원__03/NNG	NNG NNG	담당 직원__03	staff	I3.1 | I3.1/S2mfc B3/S2mf G3/S2c L2mfn I3.1 | Z1mf		MONEY & COMMERCE	연결
가장__01/MAG 힘들/VA	MAG VA	가장__01 힘들	hardest	O4.5 A12--- S1.2.5+++ | X8+++ N5+++ A12---		SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
처리__02/NNG 기기__13/NNG	NNG NNG	처리__02 기기__13	processing	A1.1.1 | A1.1.1 Y2 M1		GENERAL & ABSTRACT TERMS	연결
아주__01/MAG 중요하__02/VA	MAG VA	아주__01 중요하__02	very important		"very = ""A13.3 | A4.2+ A5.2+%""; important = ""A11.1+"""		연결(토큰 단위)
일상__04/NNG 속__01/NNG	NNG NNG	일상__04 속__01	daily	Q4.2 B4/S2mf | T1.1.2 N6+		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
거의__01/MAG 불가능하/VA	MAG VA	거의__01 불가능하	almost impossible		"almost = ""A13.4""; impossible = ""A7- A12-"""		연결(토큰 단위)
물가__02/NNG 상승__01/NNG	NNG NNG	물가__02 상승__01	inflation	I1.3+		MONEY & COMMERCE	연결
세계__02/NNG 도자__03/NNG	NNG NNG	세계__02 도자__03	World	W1 S5+c A4.1 N5+		THE WORLD & OUR ENVIRONMENT	연결
굉장히/MAG 중요하__02/VA	MAG VA	굉장히 중요하__02	very important		"very = ""A13.3 | A4.2+ A5.2+%""; important = ""A11.1+"""		연결(토큰 단위)
밀집/NNG 지역__03/NNG	NNG NNG	밀집 지역__03	areas	M7 A4.1 N3.6		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
더__01/MAG 작__01/VA	MAG VA	더__01 작__01	smaller	N3.2-- N3.7-- N5-- T3-- A11.1-- S5--/I2.1 X3.2- A5.1--		NUMBERS & MEASUREMENT	연결
산업혁명/NNG 시대__02/NNG	NNG NNG	산업혁명 시대__02	era	T1.3		TIME	연결
마크/NNG 롱__88/NNG	NNG NNG	마크 롱__88	Macron				미연결(전체)
너무__01/MAG 피곤하/VA	MAG VA	너무__01 피곤하	so tired		"tired = ""B1 B2- X5.2- | B1 B2- X5.2- O4.2-"""		연결(토큰 단위)
이용__01/NNG 시설__03/NNG	NNG NNG	이용__01 시설__03	facilities	H1 O2 S8+ X9.1+		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
보수__06/NNG 진영__02/NNG	NNG NNG	보수__06 진영__02	conservative	G1.2 A6.2+ A1.3+ A9+ | G1.2/S2mf A2.1-/S2mf		GOVT. & THE PUBLIC DOMAIN	연결
미래__02/NNG 당__14/NNG 의원__05/NNG	NNG NNG NNG	미래__02 당__14 의원__05	Party	K1/S1.1.3+ | K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c		ENTERTAINMENT, SPORTS & GAMES	연결
가장__01/MAG 힘들/VA	MAG VA	가장__01 힘들	most difficult		"most = ""A13.2 N5+++ | N5+++""; difficult = ""A12-"""		연결(토큰 단위)
주차__04/NNG 요금__01/NNG	NNG NNG	주차__04 요금__01	fees	I1.3 I1		MONEY & COMMERCE	연결
이날/NNG 방송__01/NNG	NNG NNG	이날 방송__01	show	A10+ S1.1.1 | A8 K4 S1.1.1 I2.2/S1.1.1		GENERAL & ABSTRACT TERMS	연결
너무__01/MAG 낮/VA	MAG VA	너무__01 낮	too low		"too = ""N5++ N5.2+ A13.3""; low = ""A5.1- | L2/Q2.1 | N3.7- N5- A5.1- A11.1- E4.1- X3.2- G2.2- S7.1- | N3.7- X3.2-"""		연결(토큰 단위)
정말__01/MAG 죄송하/VA	MAG VA	정말__01 죄송하	really sorry		"really = ""A13.3 A5.2+""; sorry = ""Z4 | Z4 E4.1- O4.2-"""		연결(토큰 단위)
관리__04/NNG 대상__11/NNG	NNG NNG	관리__04 대상__11	management	S7.1+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
대책__03/NNG 본부__03/NNG	NNG NNG	대책__03 본부__03	Headquarters	S7.1+/H1c		SOCIAL ACTIONS, STATES & PROCESSES	연결
관계__05/NNG 진전__08/NNG	NNG NNG	관계__05 진전__08	relations	A2.2 S1.1.1 S4 S3.2		GENERAL & ABSTRACT TERMS	연결
오버/NNG 워치/NNG	NNG NNG	오버 워치	Overwatch				미연결(전체)
평화__02/NNG 정착/NNG	NNG NNG	평화__02 정착	peace	E3+		EMOTIONAL ACTIONS, STATES & PROCESSES	연결
진실__02/NNG 공방__04/NNG	NNG NNG	진실__02 공방__04	truth	A5.2+		GENERAL & ABSTRACT TERMS	연결
조사__30/NNG 과정__03/NNG	NNG NNG	조사__30 과정__03	investigation	X2.4 B3		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
게임/NNG 즈__88/NNG	NNG NNG	게임 즈__88	Games	K5.1 K5.2 A1.1.1		ENTERTAINMENT, SPORTS & GAMES	연결
전산__03/NNG 시스템/NNG	NNG NNG	전산__03 시스템	system	X4.2 O3 M3 M4 Q1.3 Y2 B1 N2 G1.1c		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
구__15/NNG 홈페이지/NNG	NNG NNG	구__15 홈페이지	website	Y2		SCIENCE & TECHNOLOGY	연결
너무__01/MAG 행복하/VA	MAG VA	너무__01 행복하	so happy		"happy = ""E4.1+ E4.2+"""		연결(토큰 단위)
기본/NNG 조례__03/NNG	NNG NNG	기본 조례__03	Ordinance	G2.1		GOVT. & THE PUBLIC DOMAIN	연결
지원__02/NNG 대상자__03/NNG	NNG NNG	지원__02 대상자__03	eligible	A1.2+ S4		GENERAL & ABSTRACT TERMS	연결
성매매/NNG 알선/NNG	NNG NNG	성매매 알선	prostitution	S3.2/G2.2-		SOCIAL ACTIONS, STATES & PROCESSES	연결
정문__03/NNG 앞/NNG	NNG NNG	정문__03 앞	front	M6 A11.1+ | M6 M7/W3 A4.1 A10- S1.2.3+ W4 | M6 S7.1+ Q4.3		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
관리__04/NNG 실태__02/NNG	NNG NNG	관리__04 실태__02	management	S7.1+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
더욱/MAG 어렵/VA	MAG VA	더욱 어렵	more difficult		"more = ""A13.3 N6++ | N5++ | Z3c""; difficult = ""A12-"""		연결(토큰 단위)
주__26/NNG 주말__02/NNG	NNG NNG	주__26 주말__02	weekend	T1.3		TIME	연결
인과__03/NNG 관계__05/NNG	NNG NNG	인과__03 관계__05	relationship	S3.1 S3.2 A2.2 S4		SOCIAL ACTIONS, STATES & PROCESSES	연결
가장__01/MAG 저렴하/VA	MAG VA	가장__01 저렴하	cheapest	I1.3--- O4.2---		MONEY & COMMERCE	연결
보호__01/NNG 법__01/NNG	NNG NNG	보호__01 법__01	Protection	S8+/A15+ A10-		SOCIAL ACTIONS, STATES & PROCESSES	연결
증가__01/NNG 폭__06/NNG	NNG NNG	증가__01 폭__06	increase	N5+/A2.1		NUMBERS & MEASUREMENT	연결
리그__01/NNG 오브/NNG	NNG NNG	리그__01 오브	League	S5+c K5.1/S5+c S7.3+ N3.3%		SOCIAL ACTIONS, STATES & PROCESSES	연결
전용__04/NNG 열차__02/NNG	NNG NNG	전용__04 열차__02	train	M3fn N4 B5@ | P1 K5.1		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
해외/NNG 진출__02/NNG	NNG NNG	해외 진출__02	overseas	M6		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
함께/MAG 있__01/VA	MAG VA	함께 있__01	be with				미연결(전체)
독립/NNG 유공자/NNG	NNG NNG	독립 유공자	independence	S5-		SOCIAL ACTIONS, STATES & PROCESSES	연결
인__02/NNG 미디어/NNG	NNG NNG	인__02 미디어	media	Q4c		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
너무__01/MAG 힘들/VA	MAG VA	너무__01 힘들	too hard		"too = ""N5++ N5.2+ A13.3""; hard = ""O4.1 X8+ X5.2+ N5+ A12- | O4.5 A12- S1.2.5+ O4.1"""		연결(토큰 단위)
위촉/NNG 직__06/NNG 위원__01/NNG	NNG NNG NNG	위촉 직__06 위원__01	commissioned	I2.2 G3/S7.1+		MONEY & COMMERCE	연결
배상__05/NNG 판결/NNG	NNG NNG	배상__05 판결	ruling	S7.1+ | S7.1+ Q1.2 X6+		SOCIAL ACTIONS, STATES & PROCESSES	연결
보조금/NNG 관리__04/NNG	NNG NNG	보조금 관리__04	Management	S7.1+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
전국__03/NNG 단위__02/NNG	NNG NNG	전국__03 단위__02	nationwide	M7/N5.1+		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
북__88/NNG 페이지/NNG	NNG NNG	북__88 페이지	page	Q1.2 T1.3 S7.1-/S2.2m | Q1.3 | Z1mf		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
고위급/NNG 회담/NNG	NNG NNG	고위급 회담	high-level	M6 S7.1++ A11.1++		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
피해__01/NNG 규모/NNG	NNG NNG	피해__01 규모	damage	A1.1.2 | A1.1.2 I1.1+/G2.1		GENERAL & ABSTRACT TERMS	연결
소녀__02/NNG 시대__02/NNG	NNG NNG	소녀__02 시대__02	Girls'		"Girls = ""S2.1f L2f@"""		연결(토큰 단위)
책상__01/NNG 위__01/NNG	NNG NNG	책상__01 위__01	desk	H5		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
당시__02/NNG 상황__02/NNG	NNG NNG	당시__02 상황__02	situation	A3+ O4.1 M6 I3.1@		GENERAL & ABSTRACT TERMS	연결
재판__06/NNG 거래__02/NNG	NNG NNG	재판__06 거래__02	trial	G2.1 X2.4 E6- A12- K5.1 | X2.4		GOVT. & THE PUBLIC DOMAIN	연결
너무__01/MAG 바쁘/VA	MAG VA	너무__01 바쁘	too busy		"too = ""N5++ N5.2+ A13.3""; busy = ""A1.1.1 X5.1+ | A1.1.1/N5+"""		연결(토큰 단위)
시__13/NNG 주석__01/NNG	NNG NNG	시__13 주석__01	Xi	N1		NUMBERS & MEASUREMENT	연결
전담__02/NNG 조직/NNG	NNG NNG	전담__02 조직	organization	S5+c S7.1+		SOCIAL ACTIONS, STATES & PROCESSES	연결
언론인/NNG 자말/NNG	NNG NNG	언론인 자말	journalist	Q4.2/I3.2/S2mf		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
안__02/MAG 좋__01/VA	MAG VA	안__02 좋__01	not good		"good = ""A5.1+ G2.2+ A1.5.2+ | A5.1+ G2.2+ O4.2+ | A5.1+ G2.2+ O4.2+ A1.5.2+ N3.2+"""		연결(토큰 단위)
구__15/NNG 관계자/NNG	NNG NNG	구__15 관계자	official	G1.1 S7.4+ | G1.1/S2mf S7.1+/S2mf		GOVT. & THE PUBLIC DOMAIN	연결
더__01/MAG 정확하__01/VA	MAG VA	더__01 정확하__01	more accurate		"more = ""A13.3 N6++ | N5++ | Z3c""; accurate = ""A5.3+"""		연결(토큰 단위)
계획__01/NNG 이하__02/NNG	NNG NNG	계획__01 이하__02	Plan	X7+ | X7+ C1/H1		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
채용__01/NNG 비리__08/NNG	NNG NNG	채용__01 비리__08	hiring	I2.2 I3.1		MONEY & COMMERCE	연결
노인__01/NNG 복지__10/NNG	NNG NNG	노인__01 복지__10	welfare	S8+ I1 G1.1c		SOCIAL ACTIONS, STATES & PROCESSES	연결
불편__01/NNG 사항__02/NNG	NNG NNG	불편__01 사항__02	inconveniences	A2.2/A12+		GENERAL & ABSTRACT TERMS	연결
아주__01/MAG 좋__01/VA	MAG VA	아주__01 좋__01	very good		"very = ""A13.3 | A4.2+ A5.2+%""; good = ""A5.1+ G2.2+ A1.5.2+ | A5.1+ G2.2+ O4.2+ | A5.1+ G2.2+ O4.2+ A1.5.2+ N3.2+"""		연결(토큰 단위)
너무__01/MAG 높/VA	MAG VA	너무__01 높	too high		"too = ""N5++ N5.2+ A13.3""; high = ""E4.1+ F3 | N3.7+ N5+ | N3.7+ N5+ A11.1+ S7.1+ A5.1+ T3- X3.2 G2.2+ E4.1+ I1.3+ F3 O4.2- O4.6+ S9"""		연결(토큰 단위)
운용/NNG 심의위원회/NNG	NNG NNG	운용 심의위원회	Committee	S7.1+/S5+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
인터넷/NNG 홈페이지/NNG	NNG NNG	인터넷 홈페이지	website	Y2		SCIENCE & TECHNOLOGY	연결
드라마/NNG 속__01/NNG	NNG NNG	드라마 속__01	drama	K4 A1.1.1		ENTERTAINMENT, SPORTS & GAMES	연결
감사__13/NNG 대상__11/NNG	NNG NNG	감사__13 대상__11	audit	I2.1 | I2.1 P1%		MONEY & COMMERCE	연결
기억__02/NNG 속__01/NNG	NNG NNG	기억__02 속__01	memory	X2 X2.2+ S7.2+ Y2		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
조사__30/NNG 대상__11/NNG	NNG NNG	조사__30 대상__11	surveyed	X2.4		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
올해/NNG 행사__01/NNG	NNG NNG	올해 행사__01	event	A3+/A11.1+ A6.2- S1.1.1/X7+ K5		GENERAL & ABSTRACT TERMS	연결
전통__06/NNG 주__24/NNG	NNG NNG	전통__06 주__24	traditional	S1.1.1 A6.2+ T3++		SOCIAL ACTIONS, STATES & PROCESSES	연결
운영__03/NNG 조례__03/NNG	NNG NNG	운영__03 조례__03	Ordinance	G2.1		GOVT. & THE PUBLIC DOMAIN	연결
관리__04/NNG 기금__02/NNG	NNG NNG	관리__04 기금__02	Management	S7.1+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
정부__08/NNG 세종__06/NNG	NNG NNG	정부__08 세종__06	Government	G1.1c		GOVT. & THE PUBLIC DOMAIN	연결
분야/NNG 전문가/NNG	NNG NNG	분야 전문가	experts	X2.2+ X9.1+ | X2.2+/S2mf X9.1+/S2mf		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
중점__03/NNG 관리__04/NNG	NNG NNG	중점__03 관리__04	management	S7.1+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
힐__01/NNG 링__01/NNG	NNG NNG	힐__01 링__01	healing	B3 B2+/A2.1 A5.1+/A2.1		THE BODY & THE INDIVIDUAL	연결
현지__03/NNG 팬__01/NNG	NNG NNG	현지__03 팬__01	fans	A1.1.1 | S2/E2+mf O2		GENERAL & ABSTRACT TERMS	연결
주력__01/NNG 산업/NNG	NNG NNG	주력__01 산업	industries	I4		MONEY & COMMERCE	연결
조금__01/MAG 다르__01/VA	MAG VA	조금__01 다르__01	little different		"little = ""A13.7 | N3.2- T3- N3.7- N3.3- T1.3- A11.1- | N5-""; different = ""A6.1-"""		연결(토큰 단위)
업무__02/NNG 량__05/NNG	NNG NNG	업무__02 량__05	workload	I3.1/N5+		MONEY & COMMERCE	연결
관광객/NNG 유치__08/NNG	NNG NNG	관광객 유치__08	tourists	M1/S2 | M1/S2mf		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
배__09/NNG 정도__11/NNG	NNG NNG	배__09 정도__11	times	Z3		NAMES & GRAMMATICAL WORDS	연결
가장__01/MAG 활발하/VA	MAG VA	가장__01 활발하	most active		"most = ""A13.2 N5+++ | N5+++""; active = ""A1.1.1 | X5.2+ A1.1.1 | Z3fn"""		연결(토큰 단위)
위촉/NNG 직__06/NNG	NNG NNG	위촉 직__06	Commissioned	I2.2 G3/S7.1+		MONEY & COMMERCE	연결
심의__05/NNG 안건/NNG	NNG NNG	심의__05 안건	deliberation	X2.1/A1.3+ X2.4 X7+		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
감찰__01/NNG 반__11/NNG	NNG NNG	감찰__01 반__11	inspection	X2.4/A5.3		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
재무/NNG 회계__03/NNG	NNG NNG	재무 회계__03	Accounting	I2.1/I1 | Q2.2 I2.1/I1		MONEY & COMMERCE	연결
세부__03/NNG 내용__02/NNG	NNG NNG	세부__03 내용__02	details	A4.2+ S5+c B5 | Q2.2		GENERAL & ABSTRACT TERMS	연결
감사__13/NNG 결과__02/NNG	NNG NNG	감사__13 결과__02	audit	I2.1 | I2.1 P1%		MONEY & COMMERCE	연결
일정__01/NNG 금액__02/NNG	NNG NNG	일정__01 금액__02	amount	N5 | N5+/A2.1		NUMBERS & MEASUREMENT	연결
은산/NNG 분리__04/NNG	NNG NNG	은산 분리__04	separation	A6.1-		GENERAL & ABSTRACT TERMS	연결
이번__01/NNG 공연__02/NNG	NNG NNG	이번__01 공연__02	concert	E6- | K2		EMOTIONAL ACTIONS, STATES & PROCESSES	연결
훨씬/MAG 높/VA	MAG VA	훨씬 높	much higher		"much = ""A13.3 N6+ | N5+ I1.3+""; higher = ""E4.1+ F3 | N3.7+ N5+ | N3.7+ N5+ A11.1+ S7.1+ A5.1+ T3- X3.2 G2.2+ E4.1+ I1.3+ F3 O4.2- O4.6+ S9"""		연결(토큰 단위)
더욱/MAG 활발하/VA	MAG VA	더욱 활발하	more active		"more = ""A13.3 N6++ | N5++ | Z3c""; active = ""A1.1.1 | X5.2+ A1.1.1 | Z3fn"""		연결(토큰 단위)
분과__03/NNG 위원회/NNG	NNG NNG	분과__03 위원회	subcommittees	S7.1+/S5+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
국회/NNG 정상화/NNG	NNG NNG	국회 정상화	normalization				미연결(전체)
