k_wpos	ko_pospat	ko	en	en_semantic_tags	category	note
작품__01/NNG	NNG	작품__01	works	I3.1 A1.1.1 X9.2+ A2.2 | I4/H1c H1c A1.1.1 N5.1+ Q4	MONEY & COMMERCE	연결
아들/NNG	NNG	아들	son	S4m	SOCIAL ACTIONS, STATES & PROCESSES	연결
기다리/VV	VV	기다리	wait	T1.3 | T1.3 A3+ A11.1+ S1.1.1%	TIME	연결
플랫폼/NNG	NNG	플랫폼	platform	M3/M7 M4/H1 H5 X7+ Y2	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
생각하/VV	VV	생각하	thought	X2.1 | X4.1	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
관계__05/NNG	NNG	관계__05	relations	A2.2 S1.1.1 S4 S3.2	GENERAL & ABSTRACT TERMS	연결
이미지/NNG	NNG	이미지	image	A6.1+ A8 X3.4 X2.1 C1 | O4.1 A8 X2.1 C1	GENERAL & ABSTRACT TERMS	연결
하나님/NNG	NNG	하나님	God	S9m Z4	SOCIAL ACTIONS, STATES & PROCESSES	연결
선거__04/NNG	NNG	선거__04	election	G1.2/X7+	GOVT. & THE PUBLIC DOMAIN	연결
한국어/NNP	NNP	한국어	Korean	Z2 Z2/Q3 | Z2/S2mf Z2/Q3	NAMES & GRAMMATICAL WORDS	연결
바꾸/VV	VV	바꾸	change	A2.1+ I1 B1 | A2.1+ I1 B5	GENERAL & ABSTRACT TERMS	연결
현실__02/NNG	NNG	현실__02	reality	A3+ A5.2+	GENERAL & ABSTRACT TERMS	연결
자녀__01/NNG	NNG	자녀__01	children	S2mf/T3- S4mf	SOCIAL ACTIONS, STATES & PROCESSES	연결
주제__04/NNG	NNG	주제__04	theme	X4.1 K2 Q1.2 Q3	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
기능__03/NNG	NNG	기능__03	function	A1.1.1 | A1.5.1 A1.1.1 S1.1.3+ A2.2 N2 Y2	GENERAL & ABSTRACT TERMS	연결
수업__04/NNG	NNG	수업__04	class	A4.1 | P1c A4.1 S5+c O4.2+	GENERAL & ABSTRACT TERMS	연결
크__01/VA	VA	크__01	large	N3.2+ N5+ A11.1+	NUMBERS & MEASUREMENT	연결
대한민국/NNP	NNP	대한민국	Korea	Z2	NAMES & GRAMMATICAL WORDS	연결
아버지/NNG	NNG	아버지	father	S4/B1 | S4m S9/S2.2m	SOCIAL ACTIONS, STATES & PROCESSES	연결
얼굴/NNG	NNG	얼굴	face	B1 W3 O2 A8 S1.2.3+ | M6 S1.1.1 X2.1 B5	THE BODY & THE INDIVIDUAL	연결
일__01/NNG	NNG	일__01	work	I3.1 A1.1.1 Q4 K2 C1 | I3.1 A1.1.1 X9.2+ A2.1+ A2.2	MONEY & COMMERCE	연결
입장__04/NNG	NNG	입장__04	position	M6 | M6 M7 S7.1 I3.1 N4 S1.1.1 A1.1.1 K5.1%	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
구조__08/NNG	NNG	구조__08	structure	A1.1.1 | O4.1 H1 S7.1 O2 A4.1 X4.2 B1	GENERAL & ABSTRACT TERMS	연결
현재__02/MAG	MAG	현재__02	Currently	T1.1.2	TIME	연결
영향__04/NNG	NNG	영향__04	impact	A1.1.1 | A2.2 A1.1.1	GENERAL & ABSTRACT TERMS	연결
시대__02/NNG	NNG	시대__02	era	T1.3	TIME	연결
피부__02/NNG	NNG	피부__02	skin	A1.1.1/L2 | B1 O2 | Z3c	GENERAL & ABSTRACT TERMS	연결
기회__03/NNG	NNG	기회__03	opportunities	A1.4	GENERAL & ABSTRACT TERMS	연결
주변__04/NNG	NNG	주변__04	around	A13.4 M6 | Z5	GENERAL & ABSTRACT TERMS	연결
꿈__01/NNG	NNG	꿈__01	dream	X2 X2.1 X7++ | X4.1 X7+ A5.2-	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
인터뷰/NNG	NNG	인터뷰	interview	Q2.1	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
심의__05/NNG	NNG	심의__05	deliberation	X2.1/A1.3+ X2.4 X7+	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
위험/NNG	NNG	위험	risk	A15- A1.4	GENERAL & ABSTRACT TERMS	연결
시작되__01/VV	VV	시작되__01	began	T2+	TIME	연결
고용__03/NNG	NNG	고용__03	employment	I3.1	MONEY & COMMERCE	연결
지급하__01/VV	VV	지급하__01	paid	I1.1 | I1.2 A9- I1.1/I3.1	MONEY & COMMERCE	연결
공급__02/NNG	NNG	공급__02	supply	A9- | A9- A9+ S8+%	GENERAL & ABSTRACT TERMS	연결
정도__11/NNG	NNG	정도__11	about	A13.4 Z5 M6 | Z5	GENERAL & ABSTRACT TERMS	연결
바라__01/VV	VV	바라__01	hope	X2.6+ E4.1+ X9.2+ A5.1+	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
주말__02/NNG	NNG	주말__02	weekend	T1.3	TIME	연결
비슷하__02/VA	VA	비슷하__02	similar	A6.1+	GENERAL & ABSTRACT TERMS	연결
아이__01/NNG	NNG	아이__01	child	S2mf/T3- S4mf	SOCIAL ACTIONS, STATES & PROCESSES	연결
증가하__01/VV	VV	증가하__01	increased	N5+/A2.1	NUMBERS & MEASUREMENT	연결
열__02/VV	VV	열__02	held	M2 A1.1.1 A9+ X2.1 S7.1+/A1.7+	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
수__26/NNG	NNG	수__26	number	N1 | N5 | N5 N1 Q1.3 K2 Q4.2	NUMBERS & MEASUREMENT	연결
유명하__01/VA	VA	유명하__01	famous	X2.2+	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
오__01/VV	VV	오__01	came	M1 N3.1 A2.2 A3+ X2.1 A9+ S4 N4 S3.2	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
전체__01/NNG	NNG	전체__01	total	A13.2 N5.1+ | N5 | N5.1+ | Z3c	GENERAL & ABSTRACT TERMS	연결
지역__03/NNG	NNG	지역__03	regional	M7	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
인근/NNG	NNG	인근	near	M1/N3.3- | N3.3- | N3.3- S3.1 A6.1+ A13.4 T1.3- | Z5	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
복지__10/NNG	NNG	복지__10	welfare	S8+ I1 G1.1c	SOCIAL ACTIONS, STATES & PROCESSES	연결
곳__01/NNG	NNG	곳__01	places	M2 X2.2+ I3.1 Q2.2 | M7 H1 A1.2 P1	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
국당/NNG	NNG	국당	Party	K1/S1.1.3+ | K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	ENTERTAINMENT, SPORTS & GAMES	연결
회원/NNG	NNG	회원	members	S5+/S2mf B1	SOCIAL ACTIONS, STATES & PROCESSES	연결
공항__02/NNG	NNG	공항__02	airport	M5/M7	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
실제로/MAG	MAG	실제로	fact	A5.2+ X2.2	GENERAL & ABSTRACT TERMS	연결
관하__02/VV	VV	관하__02	concerning	Z5	NAMES & GRAMMATICAL WORDS	연결
생각__01/NNG	NNG	생각__01	think	X2.1	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
책임/NNG	NNG	책임	responsibility	S6+ S7.1+ X6+	SOCIAL ACTIONS, STATES & PROCESSES	연결
각각__01/MAG	MAG	각각__01	respectively	A6.1-	GENERAL & ABSTRACT TERMS	연결
사용하__03/VV	VV	사용하__03	using	A1.5.1 S7.1+	GENERAL & ABSTRACT TERMS	연결
버스__02/NNG	NNG	버스__02	bus	M3 | M3fn	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
규정하__03/VV	VV	규정하__03	prescribe	B3 S6+	THE BODY & THE INDIVIDUAL	연결
만약/NNG	NNG	만약	If	Z7	NAMES & GRAMMATICAL WORDS	연결
규모/NNG	NNG	규모	size	N3.2 N3.1 | N3.2 N5 N3.1 O4.1	NUMBERS & MEASUREMENT	연결
인기__01/NNG	NNG	인기__01	popularity	E2+	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
기다리/VV	VV	기다리	waiting	T1.3 A3+ A11.1+ S1.1.1%	TIME	연결
전통__06/NNG	NNG	전통__06	traditional	S1.1.1 A6.2+ T3++	SOCIAL ACTIONS, STATES & PROCESSES	연결
여행__02/NNG	NNG	여행__02	trip	M1 F3% | M1 M2 S8-	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
행정__01/NNG	NNG	행정__01	administrative	S7.1+	SOCIAL ACTIONS, STATES & PROCESSES	연결
문__05/NNG	NNG	문__05	Moon	W1 | X5.2-/E4.1-	THE WORLD & OUR ENVIRONMENT	연결
내용__02/NNG	NNG	내용__02	contents	A1.8+ Q2.1	GENERAL & ABSTRACT TERMS	연결
포함되__01/VV	VV	포함되__01	included	A1.8+	GENERAL & ABSTRACT TERMS	연결
관련되/VV	VV	관련되	related	A2.2 S4	GENERAL & ABSTRACT TERMS	연결
방법/NNG	NNG	방법	way	A13.3 | X4.2 M6 M3/H3 N3.3 A4.1 A1.1.1 T1.3	GENERAL & ABSTRACT TERMS	연결
내용__02/NNG	NNG	내용__02	details	A4.2+ S5+c B5 | Q2.2	GENERAL & ABSTRACT TERMS	연결
정하__03/VV	VV	정하__03	prescribed	B3 S6+	THE BODY & THE INDIVIDUAL	연결
시장__04/NNG	NNG	시장__04	Mayor	Z1mf	NAMES & GRAMMATICAL WORDS	연결
겨울/NNG	NNG	겨울	winter	H4/T1.3 | T1.3 | Z1mf	ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
점__10/NNG	NNG	점__10	fact	A5.2+ X2.2	GENERAL & ABSTRACT TERMS	연결
쉽/VA	VA	쉽	easily	A12+	GENERAL & ABSTRACT TERMS	연결
디지털/NNG	NNG	디지털	digital	Y2 N1 | Z3c	SCIENCE & TECHNOLOGY	연결
안전하/VA	VA	안전하	safe	A15+ A7+ | O2	GENERAL & ABSTRACT TERMS	연결
손__01/NNG	NNG	손__01	hands	A9-	GENERAL & ABSTRACT TERMS	연결
시험__03/NNG	NNG	시험__03	test	P1 B3 X2.4 A12- | P1 B3 X2.4 K5.1@	EDUCATION	연결
경기__11/NNG	NNG	경기__11	match	A6.1+ | K5.1 O2 A6.1+	GENERAL & ABSTRACT TERMS	연결
이하__02/NNG	NNG	이하__02	hereinafter			미연결
능력__02/NNG	NNG	능력__02	ability	X9.1+	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
청와대/NNP	NNP	청와대	House	H1 P1/S5+c G1.1c | H4	ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
위하__01/VV	VV	위하__01	order	S7.1+/Q2.2 I2.2/Q2.2 | S7.1+/Q2.2 I2.2/Q2.2 A4.1 N4 G2.1+ G2.1 Q1.2/I1.1 O4.2+	SOCIAL ACTIONS, STATES & PROCESSES	연결
신고__01/NNG	NNG	신고__01	report	Q2.2 S7.1- | Q2.2 X3.2	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
차이/NNG	NNG	차이	difference	A6.1-	GENERAL & ABSTRACT TERMS	연결
공연__02/NNG	NNG	공연__02	performances	K4 X9.2 A1.1.1 A12-	ENTERTAINMENT, SPORTS & GAMES	연결
만들/VV	VV	만들	making	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	GENERAL & ABSTRACT TERMS	연결
증거/NNG	NNG	증거	evidence	A10+ A5.2+ X2.4 | A5.2+ X2.2 G2.1	GENERAL & ABSTRACT TERMS	연결
뒤__01/NNG	NNG	뒤__01	After	N4 | Z5	NUMBERS & MEASUREMENT	연결
일반__02/NNG	NNG	일반__02	general	G3/S7.1+/S2mf B3/H1 | N5+ A4.2-	GOVT. & THE PUBLIC DOMAIN	연결
검찰__02/NNG	NNG	검찰__02	prosecution	G2.1 G2.1/S5+	GOVT. & THE PUBLIC DOMAIN	연결
자주__01/MAG	MAG	자주__01	often	N6+	NUMBERS & MEASUREMENT	연결
결정하__01/VV	VV	결정하__01	decided	X6+	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
평양/NNP	NNP	평양	Pyongyang			미연결
사무실/NNG	NNG	사무실	office	I2.1/H1c I2.1/H2c S7.1+ I3.1 S9 S8+	MONEY & COMMERCE	연결
발생하/VV	VV	발생하	occurred	A2.1+ A3+ X2.1	GENERAL & ABSTRACT TERMS	연결
경쟁력/NNG	NNG	경쟁력	competitiveness	S7.3+	SOCIAL ACTIONS, STATES & PROCESSES	연결
공동__02/NNG	NNG	공동__02	joint	B1 F1 H1 F3 | F1 | S5+	THE BODY & THE INDIVIDUAL	연결
승인__02/NNG	NNG	승인__02	approval	S7.4+ E2+ G1.1	SOCIAL ACTIONS, STATES & PROCESSES	연결
막__01/VV	VV	막__01	prevent	S8-	SOCIAL ACTIONS, STATES & PROCESSES	연결
전체__01/NNG	NNG	전체__01	entire	N5.1+	NUMBERS & MEASUREMENT	연결
다양하__01/VA	VA	다양하__01	variety	A6.3+ A4.1 K4	GENERAL & ABSTRACT TERMS	연결
기회__03/NNG	NNG	기회__03	chance	A1.4 | A1.4 A7+	GENERAL & ABSTRACT TERMS	연결
실시하__03/VV	VV	실시하__03	conduct	A1.1.1 S1.1.1 K2 O4.1 | S1.1.1	GENERAL & ABSTRACT TERMS	연결
보호__01/NNG	NNG	보호__01	protection	S8+/A15+ A10-	SOCIAL ACTIONS, STATES & PROCESSES	연결
미리__01/MAG	MAG	미리__01	advance	I1.1 M1/G3 S3.2 A5.1+/A2.1+ | M1 A5.1+/A2.1+ I1.1 T4+ S8+ X2.1 | T4+ N4	MONEY & COMMERCE	연결
긍정적/NNG	NNG	긍정적	positive	A5.1+ A7+ N2 | A7+	GENERAL & ABSTRACT TERMS	연결
주장하__01/VV	VV	주장하__01	claimed	Q2.2 A9+	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
기대하/VV	VV	기대하	expect	X2.6+ B1	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
알리/VV	VV	알리	tell	Q2.2 Q2.1 X3 A10+	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
실시하__03/VV	VV	실시하__03	conducted	A1.1.1 S1.1.1 K2 O4.1 | S1.1.1	GENERAL & ABSTRACT TERMS	연결
맛__01/NNG	NNG	맛__01	taste	X3.1 F1 X2.2 | X3.1 O4.2 E2+ X2.2	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
생활/NNG	NNG	생활	life	L1+ A3+ T1.3 S1.1.1 A1.1.1 X5.2+ Q4.1 A11.1+++ A5.4+/C1 | Z3c	LIFE & LIVING THINGS	연결
높/VA	VA	높	higher	N3.7++ N5++ | N3.7++ N5++ A11.1++ S7.1++ A5.1++ T3-- X3.2 G2.2++ E4.1++ I1.3++ O4.2-- O4.6++ S9 | P1	NUMBERS & MEASUREMENT	연결
도착하__01/VV	VV	도착하__01	arrived	M1 | M1 T2-	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
러시아/NNP	NNP	러시아	Russian	Z2 | Z2 Z2/Q3 | Z2/S2mf | Z2/S2mf Z2/Q3	NAMES & GRAMMATICAL WORDS	연결
이전__03/NNG	NNG	이전__03	before	N4 | Z5	NUMBERS & MEASUREMENT	연결
북부__01/NNG	NNG	북부__01	northern	M6	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
보__01/VV	VV	보__01	saw	S9/M7	SOCIAL ACTIONS, STATES & PROCESSES	연결
이용자/NNG	NNG	이용자	users	A1.5.1/S2mf	GENERAL & ABSTRACT TERMS	연결
제공하__02/VV	VV	제공하__02	provided	A9- | Z5	GENERAL & ABSTRACT TERMS	연결
관리__04/NNG	NNG	관리__04	Management	S7.1+c	SOCIAL ACTIONS, STATES & PROCESSES	연결
자금__08/NNG	NNG	자금__08	funds	I1.1 | I1.1 N5+	MONEY & COMMERCE	연결
현재__02/MAG	MAG	현재__02	current	T1.1.2 | W3/M4 W3/M5 O3 E1	TIME	연결
요청하/VV	VV	요청하	request	Q2.1 Q2.2 | Q2.2 Q2.1	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
조건__02/NNG	NNG	조건__02	conditions	O4.1 S6+ B2- B2+ Z7	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
직원__03/NNG	NNG	직원__03	staff	I3.1 | I3.1/S2mfc B3/S2mf G3/S2c L2mfn I3.1 | Z1mf	MONEY & COMMERCE	연결
건강하__02/VA	VA	건강하__02	healthy	B2+ X9.2+ A5.1+	THE BODY & THE INDIVIDUAL	연결
후보__04/NNG	NNG	후보__04	candidate	A7+ A1.2+ | G1.2/S2mf I3.1/S2mf P1/S2mf A7+ A1.2+	GENERAL & ABSTRACT TERMS	연결
최선__02/NNG	NNG	최선__02	best	A5.1+++ A13.2 G2.2+++ O4.2+++ | A5.1+++ G2.2+++ O4.2+++	GENERAL & ABSTRACT TERMS	연결
상대적/NNG	NNG	상대적	relatively	A13/A6	GENERAL & ABSTRACT TERMS	연결
외국__02/NNG	NNG	외국__02	foreign	M7	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
개최되/VV	VV	개최되	held	M2 A1.1.1 A9+ X2.1 S7.1+/A1.7+	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
의료__02/NNG	NNG	의료__02	medical	B3	THE BODY & THE INDIVIDUAL	연결
확대하__02/VV	VV	확대하__02	expand	N3.2+/A2.1 Q2.2/N5++ A4.2-/A2.1	NUMBERS & MEASUREMENT	연결
힘들/VA	VA	힘들	difficult	A12-	GENERAL & ABSTRACT TERMS	연결
일주일/NNG	NNG	일주일	week	T1.3	TIME	연결
어머니__01/NNG	NNG	어머니__01	mother	S4 | S4f A11.1+++	SOCIAL ACTIONS, STATES & PROCESSES	연결
실제__02/NNG	NNG	실제__02	actual	A5.4+ A14	GENERAL & ABSTRACT TERMS	연결
체계__03/NNG	NNG	체계__03	system	X4.2 O3 M3 M4 Q1.3 Y2 B1 N2 G1.1c	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
기술__01/NNG	NNG	기술__01	technologies	Y1	SCIENCE & TECHNOLOGY	연결
재단__01/NNG	NNG	재단__01	Foundation	T2+ H2 S5+c A5.2+ B4	TIME	연결
우선__02/MAG	MAG	우선__02	First	N4 | N4 P1@	NUMBERS & MEASUREMENT	연결
베트남/NNP	NNP	베트남	Vietnam	Z2	NAMES & GRAMMATICAL WORDS	연결
방식__01/NNG	NNG	방식__01	method	X4.2	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
강조하/VV	VV	강조하	emphasized	A11.1+	GENERAL & ABSTRACT TERMS	연결
카메라/NNG	NNG	카메라	camera	C1 Q4.3	ARTS & CRAFTS	연결
어렵/VA	VA	어렵	hard	O4.1 X8+ X5.2+ N5+ A12- | O4.5 A12- S1.2.5+ O4.1	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
중심__01/NNG	NNG	중심__01	center	M6 | M6 H1c M7c G1.2c K5.1mfn	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
즉시/NNG	NNG	즉시	immediately	N3.8+ T1.1.2/A11.1+ N4 | Z5/N3.8+	NUMBERS & MEASUREMENT	연결
보안__01/NNG	NNG	보안__01	security	G2.1 A15+ E6+ I1.1	GOVT. & THE PUBLIC DOMAIN	연결
다음__01/NNG	NNG	다음__01	follows	M1 N4 S7.1- X2.4 X2.5+ A6.1+ A1.1.1 A2.2 K5.1	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
배경__01/NNG	NNG	배경__01	background	T1.1.1 A2.2 M6 S1.1.1 P1 A11.1- A1.8-	TIME	연결
주소__01/NNG	NNG	주소__01	address	H4 Q2.2 | Q1.2 Q2.2 A1.1.1	ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
아시아/NNP	NNP	아시아	Asian	Z2 | Z2/S2mf	NAMES & GRAMMATICAL WORDS	연결
죄송하/VA	VA	죄송하	sorry	Z4 | Z4 E4.1- O4.2-	NAMES & GRAMMATICAL WORDS	연결
참석하/VV	VV	참석하	attend	S1.1.3+	SOCIAL ACTIONS, STATES & PROCESSES	연결
국가__01/NNG	NNG	국가__01	national	M7/N5.1+ | M7/S2mf | Z3c	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
조금__01/MAG	MAG	조금__01	little	A13.7 | N3.2- T3- N3.7- N3.3- T1.3- A11.1- | N5-	GENERAL & ABSTRACT TERMS	연결
개최하/VV	VV	개최하	hold	A9+ X3.3 H2/M4 H2/M5 S7.1+ | M2 A1.1.1 A9+ X2.1 S7.1+/A1.7+	GENERAL & ABSTRACT TERMS	연결
어려움/NNG	NNG	어려움	difficulties	A12-	GENERAL & ABSTRACT TERMS	연결
내부__04/NNG	NNG	내부__04	internal	M6 A10- G1.1	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
스포츠/NNG	NNG	스포츠	sports	A10+ | K5.1	GENERAL & ABSTRACT TERMS	연결
위원장/NNG	NNG	위원장	Chairman	S7.1+/S2mf	SOCIAL ACTIONS, STATES & PROCESSES	연결
질__08/NNG	NNG	질__08	quality	A5.1 A5.1+ O4.1	GENERAL & ABSTRACT TERMS	연결
전국__03/NNG	NNG	전국__03	country	G1.1c W3 F4/M7	GOVT. & THE PUBLIC DOMAIN	연결
확인하/VV	VV	확인하	confirmed	A7+ S9@	GENERAL & ABSTRACT TERMS	연결
속도__01/NNG	NNG	속도__01	speed	N3.8+ | N3.8+ F3%	NUMBERS & MEASUREMENT	연결
직원__03/NNG	NNG	직원__03	employee	I3.1/S2mf	MONEY & COMMERCE	연결
바쁘/VA	VA	바쁘	busy	A1.1.1 X5.1+ | A1.1.1/N5+	GENERAL & ABSTRACT TERMS	연결
기반__01/NNG	NNG	기반__01	based	T2+ M6 A2.2	TIME	연결
모두__01/MAG	MAG	모두__01	both	N5 | Z5	NUMBERS & MEASUREMENT	연결
드러나/VV	VV	드러나	revealed	A10+	GENERAL & ABSTRACT TERMS	연결
현금__04/NNG	NNG	현금__04	cash	I1	MONEY & COMMERCE	연결
미국__03/NNP	NNP	미국__03	American	Z2 | Z2/S2mf	NAMES & GRAMMATICAL WORDS	연결
심각하__02/VA	VA	심각하__02	serious	A11.1+ A15- E4.1-	GENERAL & ABSTRACT TERMS	연결
현장__03/NNG	NNG	현장__03	scene	K4 C1 A8 A1.1.1 M7 S1.1.1 E3- E2+	ENTERTAINMENT, SPORTS & GAMES	연결
서류__02/NNG	NNG	서류__02	documents	Q1.2 X2.2+ A5.2+ | Q1.2 X2.2+ Y2	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
전망되__01/VV	VV	전망되__01	expected	X2.6+	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
기여하/VV	VV	기여하	contribute	A9- A2.2 S1.1.3+	GENERAL & ABSTRACT TERMS	연결
개인__02/NNG	NNG	개인__02	personal	S5- S1.2.1+	SOCIAL ACTIONS, STATES & PROCESSES	연결
노래__01/NNG	NNG	노래__01	song	K2	ENTERTAINMENT, SPORTS & GAMES	연결
같이/MAG	MAG	같이	together	S1.2.6+ | S5+ T1.1.2 M6	SOCIAL ACTIONS, STATES & PROCESSES	연결
유일하__03/VA	VA	유일하__03	only	A14 | Z5	GENERAL & ABSTRACT TERMS	연결
방법/NNG	NNG	방법	methods	X4.2	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
세계__02/NNG	NNG	세계__02	global	W3 | W3 M7 A1.8+ O4.4 | Z3c	THE WORLD & OUR ENVIRONMENT	연결
아시아/NNP	NNP	아시아	Asia	Z2	NAMES & GRAMMATICAL WORDS	연결
제공하__02/VV	VV	제공하__02	provides	A9- S6+	GENERAL & ABSTRACT TERMS	연결
예산__02/NNG	NNG	예산__02	budgetary	I1.1	MONEY & COMMERCE	연결
덧붙이/VV	VV	덧붙이	added	N5+/A2.1 A1.8+	NUMBERS & MEASUREMENT	연결
주문하__01/VV	VV	주문하__01	order	S7.1+/Q2.2 I2.2/Q2.2 | S7.1+/Q2.2 I2.2/Q2.2 A4.1 N4 G2.1+ G2.1 Q1.2/I1.1 O4.2+	SOCIAL ACTIONS, STATES & PROCESSES	연결
불가능하/VA	VA	불가능하	impossible	A7- A12-	GENERAL & ABSTRACT TERMS	연결
유럽__02/NNP	NNP	유럽__02	European	Z3	NAMES & GRAMMATICAL WORDS	연결
가구__03/NNG	NNG	가구__03	households	S4c B4	SOCIAL ACTIONS, STATES & PROCESSES	연결
효과__01/NNG	NNG	효과__01	effect	A2.2 | A2.2 A8	GENERAL & ABSTRACT TERMS	연결
주요__01/NNG	NNG	주요__01	main	A11.1+ N5+++ | O2/M4 O3 | Z3	GENERAL & ABSTRACT TERMS	연결
공개하/VV	VV	공개하	released	A1.7- A9-	GENERAL & ABSTRACT TERMS	연결
아주__01/MAG	MAG	아주__01	very	A13.3 | A4.2+ A5.2+%	GENERAL & ABSTRACT TERMS	연결
독일/NNP	NNP	독일	German	Z2 Z2/Q3 | Z2/S2mf Z2/Q3	NAMES & GRAMMATICAL WORDS	연결
시행__01/NNG	NNG	시행__01	implementation	A1.1.1 O2 S6+	GENERAL & ABSTRACT TERMS	연결
서로__01/MAG	MAG	서로__01	each	N5.1+ | S1.1.2+	NUMBERS & MEASUREMENT	연결
새로/MAG	MAG	새로	new	T3-	TIME	연결
교육/NNG	NNG	교육	educational	P1	EDUCATION	연결
핵심/NNG	NNG	핵심	core	A11.1+ | F1 | O2 F1 A11.1+ Y2%	GENERAL & ABSTRACT TERMS	연결
살__01/VV	VV	살__01	living	H4 L1+ | H4 L1+ I3.1 I1.1 S9%	ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
말__01/NNG	NNG	말__01	words	Q3	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
많/VA	VA	많	Many	N5+	NUMBERS & MEASUREMENT	연결
제주__07/NNP	NNP	제주__07	Jeju			미연결
실적__05/NNG	NNG	실적__05	performance	K4 X9.2 A1.1.1 A12-	ENTERTAINMENT, SPORTS & GAMES	연결
강남/NNP	NNP	강남	Gangnam			미연결
그냥/MAG	MAG	그냥	just	A14 T3--- T1.3- N3.3--- | S1.2 G2.2+	GENERAL & ABSTRACT TERMS	연결
유통__04/NNG	NNG	유통__04	distribution	A9- N5	GENERAL & ABSTRACT TERMS	연결
최대/NNG	NNG	최대	up	M6 N4 N5++ T2- X9.1+ A1.1.1 | N5+/A2.1 | X9.1+ | Z5	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
요청하/VV	VV	요청하	requested	Q2.2	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
논의하/VV	VV	논의하	discuss	Q2.1 Q2.2	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
고려하__01/VV	VV	고려하__01	consideration	X2.1 X2.4 S1.2.3-	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
확인__02/NNG	NNG	확인__02	check	X2.4/A5.3 A15 Q1.2 T2- M5 | X2.4/A5.3 I1.3 O4.4/B5	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
변경__04/NNG	NNG	변경__04	change	A2.1+ I1 B1 | A2.1+ I1 B5	GENERAL & ABSTRACT TERMS	연결
시행하__01/VV	VV	시행하__01	implement	A1.1.1 A9-/O2 | O2	GENERAL & ABSTRACT TERMS	연결
원칙/NNG	NNG	원칙	principle	X4.1 G2.2+	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
도시__03/NNG	NNG	도시__03	cities	M7	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
회장__07/NNG	NNG	회장__07	chairman	S7.1+/S2mf	SOCIAL ACTIONS, STATES & PROCESSES	연결
